coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Mar 27 20:02:37 +0000 2020,,,,1,1243629517463314432,maDube_,1243627724742242300,310514972,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@maDube_ On the 27th it will disappear,https://twitter.com/MarveNgwenya/status/1243629517463314432,Sun Apr 22 06:11:18 +0000 2018,MarveNgwenya,false,Citizen of a global village.,8313,515,500,0,,Marve Ngwenya,MarveNgwenya,3397,,,false
,Fri Mar 27 22:31:48 +0000 2020,,,,0,1243667062305755136,,,,ar,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""

وانته بتحكى اى شعور او اى كلام مهم عندك لاول مره لحد معين دايما امزجه بالهراء ، لانه عندما لا تجد الجواب بالشغف المنتظر ,, ستجعلها مزحه وينتهى الامر يا مغفل ...!",https://twitter.com/3arabyAl/status/1243667062305755136,Wed Feb 07 21:31:59 +0000 2018,3arabyAl,false,"‏ICU chest , I am not a doctor .. I am a nurse 👑♥️",7210,378,289,0,فى اوضتى 🥴,آل عربي 🌍,3arabyAl,6076,,https://www.facebook.com/mohamed.aboalaraby,false
,Wed Mar 11 18:32:18 +0000 2020,,,,2,1237808584827772928,jargfar,1237807213067899000,4877021170,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jargfar @robertcaruso I appreciate you saying that and totally get it! Hopefully your daughters tweets or recommendations can reach my mom some how 😉

It's a funny little phenomenon that often happens with healthcare professionals &amp; their families 

So thank you for saying that ❤️",https://twitter.com/DrCSWilliam/status/1237808584827772928,Sat May 14 16:47:06 +0000 2011,DrCSWilliam,false,Family Medicine & Lifestyle Medicine Physician in #westpalmbeach Founder of @LaVieMDOfficial #CannabisMedicine Health & Wellness Advocate,102514,9604,5482,142,"Florida, USA","Dr. Claudia William MD, MScHAL 🩺💊",DrCSWilliam,102930,,https://www.instagram.com/drclaudiawilliammd/,false
,Fri Apr 10 14:08:00 +0000 2020,Metafora Coaching PNL Hipnoph,https://twitter.com/hipnoph/status/1248613705966747648/photo/1,,2,1248613705966747648,,,,es,,false,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","¿Eres coach, terapeuta, profesional de la salud, vendedor, docente?

La metáfora es la mejor herramienta de persuasión que existe.

Taller La Magia de la Metáfora
Fecha: POR REPROGRAMAR
INFO: hipnoph@gmail.com
Cupo Limitado

#Metafora #Coaching #PNL #Hipnoph ExcelenciaEn PNL https://t.co/F2j2RrU0Wb",https://twitter.com/hipnoph/status/1248613705966747648,Tue Jul 20 12:30:57 +0000 2010,hipnoph,false,"Cursos y talleres de PNL e Hipnosis Clínica. 
Formado en USA con Richard Bandler, John Grinder, Steve Andreas, Rex Sikes, Tim Hallbom, Robert McDonald, etc",725,827,326,11,"Caracas, Venezuela",Pedro Henriquez,hipnoph,3713,,https://sites.google.com/site/excelenciaenpnl/,false
,Wed Mar 11 18:26:51 +0000 2020,,,,3,1237807213067898880,DrCSWilliam,1237804934759882800,298619241,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrCSWilliam @robertcaruso Thank you for posting this Dr. William. That is exactly what my daughter,  who is a pediatric nurse anesthetist (long job description, but you know...mom here🤷‍♀️) told me. ❤️❤️❤️.",https://twitter.com/jargfar/status/1237807213067898880,Thu Feb 04 17:46:14 +0000 2016,jargfar,false,"I #Resist every day because my grandkids depend on it. OKBoomer is not an insult, just ask Bill Gates.",133355,1007,883,0,S FL (for ever); VA ,Julie 🇨🇺🇺🇸,jargfar,41273,,,false
,Tue Mar 17 18:15:29 +0000 2020,,,,0,1239978681394577408,,,,th,,,82351,1239918404179382273,airinz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @airinz: อ่านข่าวเกาหลีรักษาโควิดให้ทุกคน ไม่สนว่าจะอยู่แบบถูกหรือผิดกม.ก็คือขำออกเสียงเลยอ่ะ 55555 อิผีน้อยที่กลับมาคือนอนร้องไห้แล้ว…,https://twitter.com/lo_tus555/status/1239978681394577408,Sat Aug 08 03:33:06 +0000 2015,lo_tus555,false,วงการเคพัพ,3956,31,649,0,ประเทศไทย,กูอ้าคเรียล,lo_tus555,217119,,,false
,Thu Apr 16 18:22:14 +0000 2020,,,,1,1250852012226424832,TimOBrien,1250848833069875200,20742461,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TimOBrien But hey, let’s open up and do herd immunity ... who gives a fck.",https://twitter.com/Bellehos/status/1250852012226424832,Thu Jun 22 01:47:31 +0000 2017,Bellehos,false,""" The application of the Principle is not infallible but when its applied correctly it is overpowering in its market interpretation as well as its success. """,5778,1662,586,37,"Montclair, NJ",Bellehos,Bellehos,8130,,https://biscuitcapital.com/,false
,Sun Apr 19 00:35:02 +0000 2020,N95MasksDIY,https://twitter.com/MukMukLovePeace/status/1251670608640798720/photo/1,,7,1251670608640798720,HanianEmpress,1251668952993927200,1096797880583667700,und,,false,7,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@HanianEmpress @realDonaldTrump #N95MasksDIY

✌️😷 https://t.co/76nGY8hLin",https://twitter.com/RNMukMuk/status/1251670608640798720,Tue Dec 24 23:15:21 +0000 2019,RNMukMuk,false,"I follow back y’all 
😁
Good people care

❤️=☮️

Short of breath?
Use
TRIPOD 
RESCUE
BREATHING
POSITION 
& Call 911

TRIPOD helps anxiety too",20269,5835,5770,3,Mother Earth 🌏 🌎 🌍 ,🤟😷 RNMukMuk 🐿 Fox trumPutin’s 9/11 E-TEAM ID’d,RNMukMuk,34315,,,false
,Tue Apr 07 14:13:47 +0000 2020,4月7日分対象ツイート キャンペーン,,,0,1247527997726310400,,,,ja,,,16255,1247455075963998208,QUOcardPay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @QUOcardPay: 今宵はスーパームーン！！
今年最大、早めに帰って家で楽しみます。

／
今月は「ほぼ毎日」フォロー＆RTで10名様に1,000円分のQUOカードPayが当たるキャンペーン！
＼

#4月7日分対象ツイート　#キャンペーン https://t.co…",https://twitter.com/sweet__joker/status/1247527997726310400,Tue Jul 19 05:23:18 +0000 2016,sweet__joker,false,"ロイヤルミルクティー♡
懸賞♡
カフェ♡BAR♡豆っ子🌱",477,118,1030,3,お好み焼き県,ロイヤルミルクティー,sweet__joker,25589,,,false
,Fri Apr 10 17:52:23 +0000 2020,,,,1,1248670175509037056,jo_journey2912,1248638307803762700,741038015640932400,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@jo_journey2912 @realTuckFrumper It will.,https://twitter.com/flakingbaking/status/1248670175509037056,Tue Apr 02 15:05:05 +0000 2013,flakingbaking,false,Stage 3 breast cancer survivor. What the heck happened to our country? #BLM NO DM’s. I passed so can I be President? https://t.co/DU0f6K0fOm,210137,2352,3266,3, 🌎 ,Unity does not occur without accounability.,flakingbaking,79524,,,false
,Sun Apr 19 02:07:09 +0000 2020,,,,1,1251693789032243200,HanianEmpress,1251668952993927200,1096797880583667700,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@HanianEmpress @kathyj37441 @realDonaldTrump I hate hearing that it is no way like the flu we can get most people over the flu but this is a whole new ball game !!!,https://twitter.com/Lois1024/status/1251693789032243200,Mon Nov 01 06:00:21 +0000 2010,Lois1024,false,", Aero space Mechanic, Wife Mother, Grand mother ,love life and family I have potty mouth #RESISTORS #RESIST  #YAMTITS#VOTEdemocrat,New Great Grama",15352,6174,6559,3,Whidbey Island Washington,Lois Redford,Lois1024,16722,,,false
,Tue Mar 17 18:11:03 +0000 2020,,,,1,1239977565399310336,mariachong,1239975942820229000,14367761,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mariachong Gonna be a lot of torches and pitchforks and looking for a scapegoat, when the consequences of their actions catch up with them.",https://twitter.com/gordonbrander/status/1239977565399310336,Thu Nov 16 06:32:08 +0000 2006,gordonbrander,false,Everything around me was someone's lifework.,104934,3009,1621,150,,Gordon Brander,gordonbrander,27095,,http://gordonbrander.com,false
,Sun Mar 15 15:16:37 +0000 2020,,,,0,1239208890266517504,WilDonnelly,1239206682980429800,46197784,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@WilDonnelly Fingers crossed they stay close together!,https://twitter.com/Wilstead559/status/1239208890266517504,Sun Dec 01 01:14:53 +0000 2013,Wilstead559,false,"PROUD CANADIAN Jack Russell terriers, favourite stuff in life; running, digging, tasty chews, more digging, cuddling with Mum & Dad.",17082,247,1053,7,"Lansdowne, Ontario, CANADA",Molly'nMurphy/JRT's,Wilstead559,6928,,,false
,Sat Apr 11 01:14:02 +0000 2020,,,,0,1248781320832024576,HillReporter,1248605782813393000,16790005,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@HillReporter @realTuckFrumper What a dilemma! Trump will surely lose the reelection if @foxnews viewers/Trump's worshipers die of the virus.,https://twitter.com/SVonsouvanh/status/1248781320832024576,Sat Feb 18 05:35:52 +0000 2017,SVonsouvanh,false,"Independent, universal citizen, guided by principles, integrity, and conscience, not any specific political ideology, Eagles fan. Pro-America = Anti-Trump",6848,237,451,0,"Philly, Pennsylvania, USA",GOP Senators Who Acquitted Trump are Traitors,SVonsouvanh,21286,,,false
,Sat Mar 28 10:54:30 +0000 2020,,,,0,1243853968876470272,maDube_,1243627724742242300,310514972,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@maDube_ the Chinese in Zimbabwe are spared,https://twitter.com/cassywemancity/status/1243853968876470272,Wed Aug 24 05:37:37 +0000 2011,cassywemancity,false,Chirandu Chegono,713,51,190,0,,00:00,cassywemancity,1663,,,false
,Tue Apr 07 09:23:55 +0000 2020,,,,0,1247455050395459584,ClarkeMicah,1247448470283313200,405605548,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ClarkeMicah @Juliajoy They also said: ""“Influenza and Pneumonia” has been included for comparison, as a well-understood cause of death involving respiratory infection that is likely to have somewhat similar risk factors to COVID-19.""   Key words - similar risk factors.",https://twitter.com/sass_byname/status/1247455050395459584,Mon Apr 06 19:19:54 +0000 2020,sass_byname,false,Fiend without a face.,25398,454,321,0,,Sarah,sass_byname,4296,,,false
,Fri Mar 27 21:38:13 +0000 2020,,,,1,1243653576099917824,maDube_,1243627724742242300,310514972,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@maDube_ @Mavhure I have actually treated children with Covid,https://twitter.com/NyaraiMwana/status/1243653576099917824,Sat Aug 13 09:07:01 +0000 2016,NyaraiMwana,true,,201,50,166,0,,Mwana washumba,NyaraiMwana,3653,,,false
,Thu Mar 12 19:18:49 +0000 2020,,,https://www.thelancet.com/coronavirus,3,1238182676986621952,SarahTortolini,1238176006050959400,715925736276824000,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SarahTortolini You are not just an EMT 

I don't know you but the fact that you even want to learn more tells me you care are smart and committed to what you do 

I'm keeping up to date by reading the literature that is coming out 

I will add more links 

https://t.co/FhY9GlcHc5",https://twitter.com/DrCSWilliam/status/1238182676986621952,Sat May 14 16:47:06 +0000 2011,DrCSWilliam,false,Family Medicine & Lifestyle Medicine Physician in #westpalmbeach Founder of @LaVieMDOfficial #CannabisMedicine Health & Wellness Advocate,102514,9604,5482,142,"Florida, USA","Dr. Claudia William MD, MScHAL 🩺💊",DrCSWilliam,102930,,https://www.instagram.com/drclaudiawilliammd/,false
,Sun Mar 15 15:18:11 +0000 2020,,https://twitter.com/LimobusVan/status/1239209284958904320/photo/1,,1,1239209284958904320,WilDonnelly,1239206682980429800,46197784,en,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@WilDonnelly Trump Trump Trump https://t.co/pHVBwN2Flm,https://twitter.com/LimobusVan/status/1239209284958904320,Tue Dec 01 03:39:53 +0000 2009,LimobusVan,false,Winery or brewery tours. Night on the town.,126378,851,2094,7,Vancouver BC.,BC. Winery Tours,LimobusVan,49526,,,false
,Fri Apr 10 14:40:24 +0000 2020,,,,1,1248621862130561024,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Kypattycakes @realTuckFrumper Do you think these people are interested in a vaccine, even if it could save them? Bet they don't get a flu shot ever.",https://twitter.com/Dagster43442931/status/1248621862130561024,Fri Oct 27 10:08:05 +0000 2017,Dagster43442931,false,,97318,412,217,0,Moon's Outer Mars,Dagster,Dagster43442931,13198,,,false
,Wed Mar 18 01:25:42 +0000 2020,,,,0,1240086946086637568,mariachong,1239975942820229000,14367761,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mariachong I haven’t seen much of that. I just don’t see how people can misread the data so badly.,https://twitter.com/monotreme93/status/1240086946086637568,Sun Jul 28 14:40:28 +0000 2019,monotreme93,false,the devil made me do it the first time; the second time I done it on my own,3666,56,608,1,,Echidna,monotreme93,3631,,,false
,Sat Mar 28 05:04:25 +0000 2020,,,,0,1243765868137504768,maDube_,1243627724742242300,310514972,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@maDube_ @Mavhure This thing wears off like any common cold or flu.,https://twitter.com/hope_tarisiro/status/1243765868137504768,Fri Nov 17 13:26:55 +0000 2017,hope_tarisiro,false,Contrarian. I don't vote. Politics is an acting arena.,413,25,73,0,,Hope Tarisiro,hope_tarisiro,452,,,false
,Thu Mar 12 00:26:03 +0000 2020,,,,1,1237897606300196864,DrCSWilliam,1237804934759882800,298619241,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DrCSWilliam @MedicMatt17512 Educate and explain why it's different, help the public that don't know.",https://twitter.com/laura_dawn0515/status/1237897606300196864,Thu Sep 12 18:13:57 +0000 2013,laura_dawn0515,false,My thoughts and views do not reflect that of my employer...,2597,60,181,0,"Moonstone, Ontario, Canada",Laura,laura_dawn0515,793,,,false
,Sun Mar 15 15:15:58 +0000 2020,COVIDー19,https://twitter.com/nokkkusa/status/1239208725233180672/photo/1,,0,1239208725233180672,WilDonnelly,1239206682980429800,46197784,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@WilDonnelly This is the only way to prevent the spread of #COVIDー19. https://t.co/LLrqcQ1vpn,https://twitter.com/nokkkusa/status/1239208725233180672,Wed Jul 17 19:48:22 +0000 2019,nokkkusa,false,"Build back better with President Biden and Vice President Harris.  #StillWithHer  #FBR  Pfizered

NO Lists/NO DMs",99277,1821,2510,0,,Qpublicans make my ass tired DON'T BE A MASKHOLE,nokkkusa,21733,,,false
,Fri Apr 10 13:41:34 +0000 2020,ImWithMAGAsuingFoxNews MAGAsueFoxNews SueFoxNews SueHannity,,,0,1248607056682196992,HillReporter,1248605782813393000,16790005,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HillReporter This is how MAGAs can own the Libs. When it comes to suing Fox News, Democrats can’t say they believed Sean Hannity, Laura Ingraham, Jeanine Pirro among others. They don’t have the Twitter receipts, like MAGAts do.
#ImWithMAGAsuingFoxNews
#MAGAsueFoxNews #SueFoxNews #SueHannity",https://twitter.com/JustAMazen/status/1248607056682196992,Fri May 04 09:29:30 +0000 2018,JustAMazen,false,"When he gave you his bio, you thought it was fake, no matter how often, he read us The Snake!",43464,1971,915,4,,Mazen🍕🏌️‍♂️🤷‍♂️⛳️,JustAMazen,45412,,,false
,Tue Mar 24 15:34:19 +0000 2020,Coronavirus,,,4,1242474835512446976,,,,en,,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Coronavirus Myths You Mustn't believe
RT to save someone 

1. Hand dryers kill coronavirus

Hand dryers do not kill coronavirus. The best way to protect yourself and others from the virus is to wash your hands with soap and water or an alcohol-based hand rub.",https://twitter.com/DCare247/status/1242474835512446976,Fri Nov 23 13:32:25 +0000 2018,DCare247,false,"Talk to a doctor via text or live video consultation on DoctorCare247 Anywhere, Anytime at your convenience. 
#Telehealth #Telemedicine #VirtualHealth",438,2467,573,1,"Lagos, Nigeria",DoctorCare247,DCare247,1332,,https://myurls.co/doctorcare247,false
,Tue Mar 17 18:36:36 +0000 2020,,,,0,1239983993983885312,mariachong,1239975942820229000,14367761,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@mariachong seeing a ""China did it to us"" conspiracy rising",https://twitter.com/mcquiniac/status/1239983993983885312,Thu Jul 18 16:32:21 +0000 2013,mcquiniac,false,Ego sum legere Fama. RT=cries for help.,3165,242,2119,0,Here,Martin McQuin,mcquiniac,3282,,http://notsoveryinteresting.blogspot.com/,false
,Sun Apr 19 01:46:55 +0000 2020,N95MasksDIY,https://twitter.com/MukMukLovePeace/status/1251688697474347008/photo/1,,0,1251688697474347008,HanianEmpress,1251668952993927200,1096797880583667700,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@HanianEmpress @realDonaldTrump #N95MasksDIY

RT to save US. https://t.co/CXGGAkqK79",https://twitter.com/RNMukMuk/status/1251688697474347008,Tue Dec 24 23:15:21 +0000 2019,RNMukMuk,false,"I follow back y’all 
😁
Good people care

❤️=☮️

Short of breath?
Use
TRIPOD 
RESCUE
BREATHING
POSITION 
& Call 911

TRIPOD helps anxiety too",20269,5835,5770,3,Mother Earth 🌏 🌎 🌍 ,🤟😷 RNMukMuk 🐿 Fox trumPutin’s 9/11 E-TEAM ID’d,RNMukMuk,34315,,,false
,Fri Apr 10 13:42:12 +0000 2020,,,,3,1248607212194463744,realTuckFrumper,1248606541793489000,55060090,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realTuckFrumper Ignorance spreads faster than COVID-19 and lasts longer.,https://twitter.com/DEEmmons/status/1248607212194463744,Sat Jul 18 05:21:57 +0000 2015,DEEmmons,false,"I am not worldly but I am a citizen of the world. I strive to leave our planet healthier, cleaner, more peaceful and empathetic for all future generations.",52770,1693,1752,1,Purgatory,Dee 🌈🌊,DEEmmons,23347,,,false
,Sat Apr 11 14:25:35 +0000 2020,,,https://www.forbes.com/pictures/mlj45jggj/1-detroit/ https://www.usatoday.com/picture-gallery/travel/experience/america/2018/10/17/25-most-dangerous-cities-america/1669467002/ https://www.foxnews.com/us/deadliest-u-s-cities,0,1248980520152829952,NPRWeekend,,13784532,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@NPRWeekend Please do better.  Chicago isn’t one of the most violent cities in America. So says Forbes:  https://t.co/xPHCvNzLNk, USA Today: https://t.co/v9Ytb3eSKO and Fox:  https://t.co/1ybY2sVsS9. And that was after a simple Google search. Don’t play into that narrative!",https://twitter.com/efpawlak/status/1248980520152829952,Thu Jan 30 15:02:14 +0000 2014,efpawlak,false,"Wife, Mom, Learner, Leader. She/her Deeply invested in equity in education, especially in access to transformative tech.Unabashedly Irish forever. Tweets my own",10025,616,837,18,"western suburbs, Chicago",Dr. Emmie Pawlak,efpawlak,3453,,,false
,Sun Apr 19 01:28:51 +0000 2020,TrumpVirus Covid19,,,1,1251684150547021824,HanianEmpress,1251668952993927200,1096797880583667700,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@HanianEmpress @62WalterP @realDonaldTrump Plus get ready for the 2nd wave. Trump is inciting a civil war that will start the spread of #TrumpVirus #Covid19 all over again.,https://twitter.com/HotMessgop/status/1251684150547021824,Tue Jun 25 14:12:56 +0000 2019,HotMessgop,false,"The #CorruptGOP must not get away with their crimes. Voicing concerns about lies, conspiracy theories and the future of our children. Vote out the #GOP.",45992,1494,1787,1,,Hot Mess GOP,HotMessgop,27062,,,false
,Sun Mar 15 15:09:37 +0000 2020,,,,0,1239207130227302400,WilDonnelly,1239206682980429800,46197784,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@WilDonnelly They should come to Seattle.,https://twitter.com/SeattleHypno/status/1239207130227302400,Thu Apr 12 22:06:10 +0000 2012,SeattleHypno,false,Looking forward to life after T****.,10936,374,546,0,,Ballardite,SeattleHypno,33444,,,false
