coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Mar 23 00:53:19 +0000 2020,,,https://nymag.com/intelligencer/2020/03/the-story-of-a-coronavirus-infection.html?utm_source=tw&utm_campaign=nym&utm_medium=s1,65,1241890738755047424,,,,en,,false,78,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Terrifying piece by @ManvBrain on what coronavirus does to your body. 

Everyone who still thinks Covid-19 is ""just like the flu"" and isn't socially distancing should read it. https://t.co/xLsqgGdBY4",https://twitter.com/Ian_Fraser/status/1241890738755047424,Mon Nov 30 12:20:35 +0000 2009,Ian_Fraser,false,Journalist & author of Shredded: Inside RBS 'Zola-esque' – Bill Jamieson; 'A masterpiece' – @UniMainz_Angl_P 'Read it & weep' – @martinwolf_ see https://t.co/hSUWP1B0Qo,27985,33529,891,851,United Kingdom,Ian Fraser,Ian_Fraser,19615,,http://www.ianfraser.org/biography/,true
,Tue Mar 31 06:22:37 +0000 2020,,,,2,1244872708774453248,misosusanowa,1244870181106716700,278030569,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@misosusanowa And because he keeps saying things like that, there are still a lot of people that think that COVID-19 _is_ just like the flu. They are unable or unwilling to think about the numbers.",https://twitter.com/brouhaha/status/1244872708774453248,Sun Oct 07 18:10:28 +0000 2007,brouhaha,false,"Microcontroller firmware, FPGAs, SW Defined Radio, Retrocomputing. CHM PDP-1 Restoration Team.
Call sign N2ES
he/him
Not a tame programmer.",49782,2900,2427,102,I'm around here somewhere...,AI except neither Artificial nor Intelligent,brouhaha,102122,,http://whats.all.this.brouhaha.com/,false
,Sat Feb 29 22:23:06 +0000 2020,,,,21,1233880402344828928,,,,en,,,7,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Remember: 

Seasonal flu is *very different* to pandemic flu.

If someone says ""Covid-19 is just like the flu"", check which one they're talking about.

If they mean ""seasonal flu"", take what they say with a bucketload of salt.",https://twitter.com/davidfickling/status/1233880402344828928,Tue Jan 04 12:10:02 +0000 2011,davidfickling,false,"Baking hot takes at @bopinion. Asia commodities/transport/energy/trade. Migrant, 👫 to @kmac. These are my views. If you don't like them, well, I have others.",20994,16383,6930,392,Sydney,David Fickling,davidfickling,35497,,https://www.bloomberg.com/authors/AQrSL0m_2u4/david-fickling,true
,Sun Apr 26 14:39:59 +0000 2020,,,https://twitter.com/NicoleArbour/status/1254135239175274499,10,1254419960111067136,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Really? Because the ones I know were saying COVID-19 is just like the flu until only a few weeks ago https://t.co/M0gdIYMT75,https://twitter.com/mattysino/status/1254419960111067136,Mon Mar 24 08:20:21 +0000 2008,mattysino,false,"CEO, Sino Global Capital @sinoglobalcap. Managing General Partner, Liquid Value. Digital Assets, China, Blockchain. I will eat your Hot Pot.",174052,33988,17935,609,"Beijing, China",Matthew Graham,mattysino,66150,,http://www.sinoglobalcapital.com,false
,Tue Apr 21 16:32:32 +0000 2020,,https://twitter.com/VILSHOPEWORLD/status/1252636346134355968/photo/1,,4,1252636346134355968,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","just had an encounter with the most ignorant customer smh💀 this woman comes up and says we shouldn't be wearing masks, ""it's bad for your lungs."" ??? she continues saying covid-19 is just like the flu and the deaths didn't have anything to do with corona + https://t.co/nvupXvMHxI",https://twitter.com/VILSHOPEWORLD/status/1252636346134355968,Thu Nov 03 22:36:53 +0000 2016,VILSHOPEWORLD,false,"no thoughts, head empty, just bangtan.
#ot7 -she/her
-171018-",105422,393,261,5,🇩🇪🇻🇳 ,vil⁷,VILSHOPEWORLD,18691,,https://dotherightthing.carrd.co/,false
,Thu Feb 27 00:55:57 +0000 2020,,,,132,1232831704345251840,,,,en,,,74,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trump says COVID-19 is just like the flu. 

Flu mortality is about 14.3 per 100,000 cases.

COVID-19 mortality is currently 3,400 per 100,000 cases.

They are not the same and Trump cannot be trusted to protect us.",https://twitter.com/TDPattillo/status/1232831704345251840,Mon Mar 02 22:37:28 +0000 2015,TDPattillo,false,"Middle-class white guy, small business owner, marathon runner, pseudo-intellectual political analyst, and garage sale aficionado. Blocked by @SebGorka.",36800,51172,18549,52,"Georgia, USA",TDP,TDPattillo,4833,,,false
,Sun Apr 26 18:22:40 +0000 2020,,,,0,1254476000425017344,TeachOnTheRight,1254472984200458200,1488504740,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@TeachOnTheRight @JPL_Reader @tedcruz Please show me some research that states Covid-19 is just like the flu. Preferably CDC/ECDC reasearch,https://twitter.com/neekademus/status/1254476000425017344,Sun Apr 05 17:06:56 +0000 2020,neekademus,false,"Fascism is not defined by the number of its victims, but by the way it kills them.
Jean-Paul Sartre",935,19,117,0,UK 🇺🇸 🇬🇷,Neekademus,neekademus,1592,,,false
,Wed Apr 08 13:45:14 +0000 2020,,,https://twitter.com/lindsaywise/status/1247719173901484033,15,1247883203827859456,,,,en,,false,6,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",To all those people who said “COVID-19 is just like the flu”...🙄🤬. https://t.co/Vy4uGrJY8t,https://twitter.com/WendyOsefo/status/1247883203827859456,Mon May 07 18:10:41 +0000 2012,WendyOsefo,false,Professor | Political Commentator| Real Housewives of Potomac🌸 #RHOP|  Contributor @thehill | 🇳🇬| 📧press@wendyosefo.com 🚨Views expressed are my own🚨,5757,42428,481,207,Kingdom of Wakanda,Dr. Wendy Osefo,WendyOsefo,6035,,http://www.wendyosefo.com,true
,Tue Apr 21 19:38:45 +0000 2020,COVID19 COVID Tableau dataviz,https://twitter.com/lenapatsa/status/1252683209390739456/photo/1,https://tinyurl.com/ycvubep2 https://youtu.be/whC-NkYhEgg,4,1252683209390739456,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ONS weekly deaths in London, UK, updated for wk 15; the trend continues unabated. A visual aid for those who continue to claim that COVID-19 is ""just like the flu"". https://t.co/hg1GD7L0X5. As seen on @MedCrisis https://t.co/8gjG9uO7Y0 (03:09). #COVID19  #COVID #Tableau #dataviz https://t.co/IEogseJWwj",https://twitter.com/lenapatsa/status/1252683209390739456,Thu Feb 04 05:40:10 +0000 2010,lenapatsa,false,Researcher. Educator. Ph.D. Maker of things. 🇬🇷🇨🇦,7842,141,403,1,"Vancouver, BC",lenapatsa,lenapatsa,4139,,http://www.lenapatsa.com/,false
,Thu Mar 12 13:07:50 +0000 2020,,https://twitter.com/MplsMe/status/1238089317802795008/photo/1,,6,1238089317802795008,MSNBC,1238083344333713400,2836421,en,,false,5,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MSNBC @SavannahGuthrie ""Irresponsible rhetoric""??
Remember Trump saying COVID-19 is just like the flu?
Remember Pence &amp; Trump saying it's no big deal?

Well, the CDC says they're lying: https://t.co/jSHrlOa7w9",https://twitter.com/MplsMe/status/1238089317802795008,Tue Jan 17 23:49:39 +0000 2012,MplsMe,false,"Nolite te bastardes carborundorum - Call your MOC: 202-224-3121. 💚Artist, Teacher, USA, Patriot, Sec Humanist 🌈Ally #Ω #MN03 #BLM #DemCast #WtP #Truth",190608,42169,39981,37,"Minneapolis, MN","KrisS 🔥 Your Vote, Your Voice 🔥",MplsMe,82700,,,false
,Thu Apr 23 19:46:37 +0000 2020,,,,0,1253409965194113024,Buke_t,1253402934701953000,120435403,tr,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kendi yazdığım yazıyı çevirmek bu kadar zor olmamalıydı ama ben hiç STRING yerine Türkçe olarak isimli bir değişken türü demedim ki...,https://twitter.com/Buke_t/status/1253409965194113024,Sat Mar 06 12:26:53 +0000 2010,Buke_t,false,Microsoft 👩🏻‍💻,28987,400,394,5,Koç University,Buket 🐱,Buke_t,6456,,,false
,Sat Apr 11 16:51:17 +0000 2020,,,,22,1249017186661715968,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I can't control myself from commenting when I see posts that say COVID-19 is just like the flu. I know no good will come of it. But, nevertheless, she persisted. IT IS NOT THE F*CKING FLU.",https://twitter.com/MASlife/status/1249017186661715968,Thu Apr 09 22:29:01 +0000 2009,MASlife,false,I push limits of my body to learn about life. Big Dreamer. Runner. Triathlete. Coach. Lil Diesel. https://t.co/i7K8R0BJYU,5293,1995,1002,126,"Colorado, USA",Maria Simone 🏃‍♀️🏔💕,MASlife,26940,,http://www.runningalife.com,false
,Sat Apr 18 15:24:24 +0000 2020,,,,3,1251532038194282496,BCJ166,1251247611702653000,953226678762958800,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@BCJ166 @justinamash Right. But individual responsibility requires individual responsibility. These idiots are advocating football games, going to the beach, and movie theaters. They believe COVID-19 is ""just like the flu"" and refuse to take responsibility for their thinking or actions.",https://twitter.com/AntonioBuehler/status/1251532038194282496,Sat Sep 05 01:20:05 +0000 2009,AntonioBuehler,false,He/him. Anti-oppression. Liberation & education: @AbromeEd. Stop institutionalized violence: @PeacefulStreets. #EmancipatedLearning #ACAB #mutualaid 🖤❤️↙️↙️↙️,14884,3904,357,158,"Austin, TX",Antonio Buehler,AntonioBuehler,100083,,http://Abrome.com,false
,Tue Apr 28 23:57:44 +0000 2020,,https://twitter.com/LilliaPoveda/status/1255285099899293696/photo/1,,4,1255285099899293696,,,,en,"Knoxville, TN",false,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid-19 is ""just like the flu"" https://t.co/yJtkEPb5JW",https://twitter.com/LilliaPoveda/status/1255285099899293696,Wed Jul 24 23:45:14 +0000 2013,LilliaPoveda,false,utk alumna 🍊 get vaccinated!,38911,650,350,3,"Knoxville, TN",Lillia Poveda,LilliaPoveda,4887,,,false
,Mon Mar 16 01:43:19 +0000 2020,,https://twitter.com/littlePaJ_N/status/1239202726791143424/video/1,,0,1239366606326661120,,,,en,,false,63,1239202726791143424,littlePaJ_N,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @littlePaJ_N: ARASHI : Don't Yoe Get It
MUSIC STATION 2016
[ 2 ]

🥰 https://t.co/6yTE9M3lQ6",https://twitter.com/____kz_1994/status/1239366606326661120,Thu May 03 03:29:12 +0000 2018,____kz_1994,false,にのときょも。,8608,300,341,3,圧倒的横顔フェチ,胡桃,____kz_1994,5078,,,false
,Mon Mar 30 22:47:10 +0000 2020,,,,0,1244758091096158208,Redeyebronson,1244755287879430100,813911665427157000,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Redeyebronson @SebGorka @realDonaldTrump He made the correct call banning travel from China at the end of January. Whereupon you people attacked him because ""COVID-19 is just like the flu"".
He called it right on chloroquine, which has been approved in France and by the FDA.
Even the Democrats agree his North American",https://twitter.com/Freman67/status/1244758091096158208,Sun May 21 09:24:46 +0000 2017,Freman67,false,"""Gee, Brain. What are we going to do tonight?""
""The same thing we do every night, Pinky. Try to take over the world.""",50345,674,4735,3,New Zealand,Jason,Freman67,23847,,,false
,Tue Mar 31 23:06:06 +0000 2020,,https://twitter.com/LWN_/status/1245125243833929728/photo/1,,3,1245125243833929728,mycubiclespace,1245118451208859600,51306684,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@mycubiclespace @ewarren Oh look, a fool who still thinks 240,000 deaths from COVID-19 is just like the flu. https://t.co/0D3BaQ2sby",https://twitter.com/LWN_/status/1245125243833929728,Mon Jun 18 13:09:39 +0000 2012,LWN_,false,I have anti-fascist sentiment.,65066,570,1068,4,Indiana,Happy Human,LWN_,19739,,,false
,Thu Apr 09 13:04:08 +0000 2020,MewGulfSweetTime,https://twitter.com/Gulfkanawutofc/status/1248212072472559616/video/1,,0,1248235247809867776,,,,th,,true,3334,1248212072472559616,Gulfkanawutofc,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Gulfkanawutofc: ดูแลตัวเองด้วยนะค้าทุกคน 
จนกว่าเราจะได้พบกัน .. 💗
#MewGulfSweetTime https://t.co/jWOIVXSXjz",https://twitter.com/34_Snap/status/1248235247809867776,Tue Apr 22 05:01:35 +0000 2014,34_Snap,false,imy,5923,120,128,0,ประเทศไทย,🍦,34_Snap,7080,,https://m.youtube.com/channel/UCpaGQ_EkPw5Q_4p7P1tyy9Q,false
,Thu Apr 02 15:33:32 +0000 2020,,,,0,1245736128734527488,delmonteforest,1245519966213816300,1163155238167072800,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@_Fuck_China @DavidTheBastar1 @PrisonPlanet he's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""- I hope he gets investigated for manslaughter for all these ppl dying",https://twitter.com/ThmsHoward/status/1245736128734527488,Thu Aug 31 02:55:34 +0000 2017,ThmsHoward,false,"#BLM- mandatory Liability Insurance for police- 45 is evil, his followers just as bad-  SCOTUS is constrained by NO ethics rules!- Restore Jackie's Rose Garden-",112267,1256,791,4,,"Thomas ""Trump is a SORE LOSER"" Howard",ThmsHoward,58891,,,false
,Fri Apr 03 06:13:58 +0000 2020,,,,0,1245957699101171712,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1/2
Seems there are people about who think Covid 19 is just like the Flu.

1) It is far more transmissible.

2) It requires a much lesser viral load in order to infect people.

3) The incidence of becoming seriously ill and requiring hospital treatment is astronomically greater.",https://twitter.com/__The_Sausage__/status/1245957699101171712,Fri Feb 15 04:58:15 +0000 2019,__The_Sausage__,false,"Just a sausage. Nothing more, nothing less. All prepared for a second wave!",5196,1491,1518,1,,The Sausage 🇬🇧🇮🇱,__The_Sausage__,7696,,,false
,Sat Apr 11 21:12:54 +0000 2020,OPENAMERICANOW COVID__19 quaranTURN trumpcovidfails,https://twitter.com/YanezUSA/status/1249083025935106048/video/1,https://youtu.be/ilrazywvgzA,2,1249083025935106048,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Why we shouldn't #OPENAMERICANOW
To those that think that #COVID__19 is just like the flu
#quaranTURN #trumpcovidfails 

https://t.co/U6M9YhMC0K https://t.co/eHcHYbgLP2",https://twitter.com/YanezUSA/status/1249083025935106048,Fri Feb 21 12:46:19 +0000 2020,YanezUSA,false,"To Be Known
https://t.co/c8lfDLzWu9…",33,9,12,0,,Yanez,YanezUSA,59,,,false
,Thu Apr 09 03:18:35 +0000 2020,,,,6,1248087887473602560,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","5G conspiracy theorists, along with anti-vaxxers and ""Covid-19 is just like the flu"" morons can just all get in the sea.  Yeah I support your right to free speech, but right back at you. You are scientifically illiterate, but not irredeemable. Like flat earthers.",https://twitter.com/libertyscott/status/1248087887473602560,Mon Feb 09 10:56:47 +0000 2009,libertyscott,false,"NZ resident libertarian, pro-capitalist, objectivist. ex. Australia and UK. Management consultant, writes on economics, international affairs and transport",10905,600,899,9,New Zealand,Libertyscott,libertyscott,15549,,http://libertyscott.blogspot.com,false
,Thu Apr 02 00:44:04 +0000 2020,,,,0,1245512289278668800,Barbara88415829,1245509659181662200,1231002515136819200,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Barbara88415829 If COVID-19 is just like the flu and only 30K die, then why bother taking a drug that is not FDA approved. I am not elderly. My risk level is very low since I shelter in place. Prefer that you take a maximum dose and report back.",https://twitter.com/bryan_johnsen/status/1245512289278668800,Wed Feb 05 11:46:55 +0000 2020,bryan_johnsen,false,"Working for my grandchildren's future that they will find noble and inspiring. Currently, the only solution appears to be with the Democrats.",2209,2475,4976,0,,Bryan Johnsen,bryan_johnsen,16828,,,false
,Mon Apr 13 20:58:56 +0000 2020,,,,0,1249804284155191296,jonick0,1249791140443746300,886053495501017100,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@bonick0 @JoeySalads Are you implying COVID-19 is just like the flu?,https://twitter.com/june_yasemsky/status/1249804284155191296,Sun Mar 06 16:45:13 +0000 2016,june_yasemsky,false,"My family, friends, students, and canine/feline children mean everything to me.❤️ #FBR",66690,765,990,5,,June Mullensky,june_yasemsky,10101,,,false
,Mon Mar 30 22:47:10 +0000 2020,,,,0,1244758091096158208,Redeyebronson,1244755287879430100,813911665427157000,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Redeyebronson @SebGorka @realDonaldTrump He made the correct call banning travel from China at the end of January. Whereupon you people attacked him because ""COVID-19 is just like the flu"".
He called it right on chloroquine, which has been approved in France and by the FDA.
Even the Democrats agree his North American",https://twitter.com/Freman67/status/1244758091096158208,Sun May 21 09:24:46 +0000 2017,Freman67,false,"""Gee, Brain. What are we going to do tonight?""
""The same thing we do every night, Pinky. Try to take over the world.""",50345,674,4735,3,New Zealand,Jason,Freman67,23847,,,false
,Sun Mar 29 11:15:18 +0000 2020,,,https://twitter.com/Travelito24/status/1241684250031783938,0,1244221591845851136,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","To be completely honest: at first, like many, I thought Covid-19 is ""just like the flu""... until I read some background info on the flu and what it did in the early 1900's... these folks are working their butts off trying to save as many lifes as they can. 1/2 https://t.co/i2SpB7tEWw",https://twitter.com/gmwubs/status/1244221591845851136,Wed Mar 31 12:32:37 +0000 2010,gmwubs,false,"husband, father, DiY, Linux engineer, Debian/Ubuntu & OpenBSD Fan (RHCE RHEL 7, OpenStack Admin, Red Hat CloudStorage, AWS)",5524,41,438,3,Netherlands,Gerben Wubs,gmwubs,1018,,,false
,Fri Mar 13 10:47:50 +0000 2020,,,,1,1238416472600387584,vcbarbie,1238414942811947000,27264325,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@vcbarbie Please please!  Had an hour convo wit my homie the other night trying to correct his faulty thought process on how covid 19 is just like the flu so we shouldn’t worry about it...  🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,https://twitter.com/DeckEntKingpin/status/1238416472600387584,Mon Jun 01 21:50:20 +0000 2009,DeckEntKingpin,false,"Father, brother, producer, organic soap maker, Dimple king, weight loss enthusiast, Eagles fanatic, MCU Expert, Sci-fi Blerd, Your fav Emcee’s fav Emcee 💯",1624,336,494,11,"Muck City, NJ, USA",DeckEnt Kingpin,DeckEntKingpin,3041,,,false
